StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q235,Q224,Q240,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_CHOICE,P1_ID,attention_check,Q_DataPolicyViolations
2026-04-21 19:28:05,2026-04-21 19:33:07,IP Address,,100,301,True,2026-04-21 19:33:07,R_7q4vFPdUZ6d7h64,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.051,0,0,0,2.013,0,Reject,It is vastly unfair. I would rather nobody get anything than do a 80/20 split,Accept,1,,6664b60e0915a31f9033261a,69e7cfbdcfba8de16077381a,69e77a006a79977a2df1e51b,,,It is vastly unfair. I would rather nobody get anything than do a 80/20 split,,10,5e0a1251b1fb052bddb6d755,1,
2026-04-21 19:29:48,2026-04-21 19:33:40,IP Address,,100,232,True,2026-04-21 19:33:41,R_3EW79ni1DnD6Vdq,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.199,0,0,0,2.007,0,Reject,It feels unfair in terms of distribution.,Reject,1,,610c83598db46d4d46de2c61,69e7d01e1dec2d051e98e03b,69e77a006a79977a2df1e51b,,,It feels unfair in terms of distribution.,,12,56c113f6eb5b22000d5baa6f,1,
2026-04-21 19:32:06,2026-04-21 19:34:14,IP Address,,100,128,True,2026-04-21 19:34:15,R_7Kjrld0NLTvwAUx,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.534,0,0,0,2.012,0,Reject,Why am I getting nothing that seems super selfish.,Accept,0,,69a0a8f8df8b1ae3c99f7b55,69e7d0ae3e13bc55d3c0c1ec,69e77a006a79977a2df1e51b,,,Why am I getting nothing that seems super selfish.,,12,631624eda5f1f762834e370d,1,
2026-04-21 19:31:40,2026-04-21 19:35:17,IP Address,,100,217,True,2026-04-21 19:35:17,R_8jTEpPWBCvEwGPO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,5.801,0,0,0,2.13,0,Accept,I like that I get part of the payment ,Accept,0,,5b5e0e86902ad10001cfcc59,69e7d091761824eb69f3c34b,69e77a006a79977a2df1e51b,,,I like that I get part of the payment ,,10,69c803c12361ba3aa15538be,1,
2026-04-21 19:35:57,2026-04-21 19:36:24,IP Address,,100,26,True,2026-04-21 19:36:25,R_3GwTefaNBoUPRCk,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,0,,69e6e6f34a4711c1a1a42fbe,69e7d18f5616a53631e713f9,69e77a006a79977a2df1e51b,,,,,,,0,
2026-04-21 19:16:08,2026-04-21 19:36:42,IP Address,,100,1233,True,2026-04-21 19:36:42,R_6Pnyjzfjh0efkUD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.975,0,0,0,2.004,0,Accept,I think the price is solid and the payout is fair for everyone.,Accept,1,,59c6305e6a287600011c388d,69e7cce10257a744011356a4,69e77a006a79977a2df1e51b,,,I think the price is solid and the payout is fair for everyone.,,10,667aef5020c649859142a95e,1,
2026-04-21 19:30:07,2026-04-21 19:37:53,IP Address,,100,465,True,2026-04-21 19:37:53,R_7jJxHjtqyioUix2,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,6.456,0,0,0,2.012,0,Accept,I want the $4 and am ok with how price is set,,0,,5c8e72856243bb0001dcdea2,69e7d0391a354a07ef3d6913,69e77a006a79977a2df1e51b,,,I want the $4 and am ok with how price is set,,8,6650c367dfa74ae61f965499,1,
2026-04-21 19:35:35,2026-04-21 19:38:22,IP Address,,100,167,True,2026-04-21 19:38:23,R_7vhM8UGQKmUAYtW,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.055,0,0,0,2.108,0,Accept,This is a fair split and I really can't complain about the price given,Reject,0,,699055b23a459f6c2aa5bc3a,69e7d17f67beae2bf9b1cf5f,69e77a006a79977a2df1e51b,,,This is a fair split and I really can't complain about the price given,,6,69d2e1c18fe7256edd6bc422,1,
2026-04-21 19:35:25,2026-04-21 19:39:05,IP Address,,100,219,True,2026-04-21 19:39:05,R_3aQQcbFDCA6NfoJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.477,0,0,0,2.017,0,Accept,It makes sense to accept any offer unless the outcome would be that I earn $0. To reject the offer means we don't get anything. ,Accept,0,,69ac8c88648aa6fa6586ffad,69e7d174e8ad270b09522318,69e77a006a79977a2df1e51b,,,It makes sense to accept any offer unless the outcome would be that I earn $0. To reject the offer means we don't get anything. ,,4,694589c2f55308a225b4e051,1,
2026-04-21 19:37:22,2026-04-21 19:39:33,IP Address,,100,130,True,2026-04-21 19:39:33,R_6U7i3X6sNmz4TWp,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.577,0,0,0,2.022,0,Accept,I have no reason to reject their price. I will honor it.,Accept,0,,66d9e4db1302146411fd78d0,69e7d1ec5f694eaf1e081b1b,69e77a006a79977a2df1e51b,,,I have no reason to reject their price. I will honor it.,,11.5,66a6661ce594fac728e89a59,1,
2026-04-21 19:41:22,2026-04-21 19:44:18,IP Address,,100,175,True,2026-04-21 19:44:18,R_8OOsmrp2nvOdnzA,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.522,0,0,0,2.004,0,Accept,The amount I get is higher than the broker price.,Reject,0,,652fd6db8f5f2657e3ce2f0e,69e7d2d44b137195518ac1cc,69e77a006a79977a2df1e51b,,,The amount I get is higher than the broker price.,,5.5,5d55b7ef6a0f930017202336,1,
2026-04-21 19:39:23,2026-04-21 19:44:23,IP Address,,100,300,True,2026-04-21 19:44:24,R_5OIXZMaxQc9OlC2,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,6.976,0,0,0,2.11,0,Accept,"It was about half the set price of $12, and I feel $5 was an appropriate amount to pay. I felt pressured to accept because the payment wouldn't be fulfilled if I rejected it. It wasn't the main reason I accepted, but it did play a part when thinking about the fairness of the pay between both participants. ",Reject,0,,69e14d6c04fafdb4060fdfae,69e7d2642d0acc374fc2cee3,69e77a006a79977a2df1e51b,,,"It was about half the set price of $12, and I feel $5 was an appropriate amount to pay. I felt pressured to accept because the payment wouldn't be fulfilled if I rejected it. It wasn't the main reason I accepted, but it did play a part when thinking about the fairness of the pay between both participants. ",,7,69d64bbd11ad008c21c6011f,1,
2026-04-21 19:41:46,2026-04-21 19:44:25,IP Address,,100,159,True,2026-04-21 19:44:25,R_8N2s9dKUNDsdAxj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.73,0,0,0,2.007,0,Reject,I do not make any money from the deal.,Reject,0,,5b295f60bbd4880001117976,69e7d2f0158fd97e2cf678df,69e77a006a79977a2df1e51b,,,I do not make any money from the deal.,,12,69e03cf5f9e8bda2970abb6c,1,
2026-04-21 19:42:14,2026-04-21 19:44:44,IP Address,,100,150,True,2026-04-21 19:44:44,R_5xxkbPDMIdVqyg9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.762,0,0,0,2.109,0,Accept,I think it’s fair that we both get the same amount as equal participants.,Reject,0,,5fbfd130b6d531364fba8ed6,69e7d311c88762a5dba21cd6,69e77a006a79977a2df1e51b,,,I think it’s fair that we both get the same amount as equal participants.,,6,697cce3dbfe2e9b4d591e05c,1,
2026-04-21 19:44:23,2026-04-21 19:47:24,IP Address,,100,180,True,2026-04-21 19:47:25,R_74MGN2b1q2dJSGJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.581,0,0,0,2.109,0,Reject,"If I get $0 either way, then I'm certainly not going to reward bad behavior from the other player.  Assuming there are multiple trials I'd like to incentivize the person to make a difference decision.  If this is a trick and there is no other participant then that's futile, but ultimately nothing happens anyway in that case.",Accept,0,,699e4790da964514bfe2f915,69e7d393878f57489a46c41f,69e77a006a79977a2df1e51b,,,"If I get $0 either way, then I'm certainly not going to reward bad behavior from the other player.  Assuming there are multiple trials I'd like to incentivize the person to make a difference decision.  If this is a trick and there is no other participant then that's futile, but ultimately nothing happens anyway in that case.",,12,588f32d59c4f3f00010f1471,1,
2026-04-21 19:45:19,2026-04-21 19:50:09,IP Address,,100,289,True,2026-04-21 19:50:09,R_1SAC16sTDLVf9fi,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.294,0,0,0,2.009,0,Accept,"I'd rather have something than nothing, so honestly as long as the price wasn't set at something where I'd lose money, I would have accepted. I would have liked to try to negotiate, but in this scenario, I was willing to accept.",Accept,0,,578eb23fc6144900014a2c15,69e7d3ca816885aca1a34141,69e77a006a79977a2df1e51b,,,"I'd rather have something than nothing, so honestly as long as the price wasn't set at something where I'd lose money, I would have accepted. I would have liked to try to negotiate, but in this scenario, I was willing to accept.",,2.5,69dd1b1450426eeb0f9526aa,1,
2026-04-21 19:39:35,2026-04-21 19:50:12,IP Address,,100,637,True,2026-04-21 19:50:13,R_5712Pqx3DFzCEeb,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.359,0,0,0,2.005,0,Accept,I saw the payment was even and fair. That's why I accept it.,Reject,0,,698f869ca948853644583ee2,69e7d2580639953fd45f7a1a,69e77a006a79977a2df1e51b,,,I saw the payment was even and fair. That's why I accept it.,,6,6699b17ebdada9344e32ed5f,1,
2026-04-21 19:47:33,2026-04-21 19:51:05,IP Address,,100,212,True,2026-04-21 19:51:06,R_3Rfq6V5uFg2FlZ6,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.64,0,0,0,2.009,0,Accept,We both get paid in this situation ,Reject,0,,69ac7f8d30847dd93acad1fe,69e7d44d557bbe9dc12ad30f,69e77a006a79977a2df1e51b,,,We both get paid in this situation ,,6,69c17fad0ee41fcec7275f16,1,
2026-04-21 19:48:19,2026-04-21 19:52:06,IP Address,,100,226,True,2026-04-21 19:52:06,R_1xYGFaDnSoUAKqJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.712,0,0,0,2.113,0,Accept,"I think the bulk of the payment should go to the producer rather than the intermediary, so a split slightly favoring the producer is good with me.",Accept,0,,558965bffdf99b74158d77dd,69e7d47b5566437b98bfb10b,69e77a006a79977a2df1e51b,,,"I think the bulk of the payment should go to the producer rather than the intermediary, so a split slightly favoring the producer is good with me.",,6.5,697cf046d513e3e2befc27c7,1,
2026-04-21 19:47:57,2026-04-21 19:52:27,IP Address,,100,270,True,2026-04-21 19:52:28,R_7P6WHQk8VbdsshA,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.34,0,0,0,2.108,0,Accept,"If I was in the position of the provider, I would have made the same suggestion: $6 each. As we are both putting in an equal amount of work, and this isn't a strenuous task, it makes sense to evenly split the payment, giving us both an opportunity to make a little extra money. Without knowing or communicating with each other, an even split seems the fairest way to approach the payment, so accepting the proposal was easy.",Accept,0,,69c6b743152dbd93f339bdff,69e7d44f1f5d993b0f564a8e,69e77a006a79977a2df1e51b,,,"If I was in the position of the provider, I would have made the same suggestion: $6 each. As we are both putting in an equal amount of work, and this isn't a strenuous task, it makes sense to evenly split the payment, giving us both an opportunity to make a little extra money. Without knowing or communicating with each other, an even split seems the fairest way to approach the payment, so accepting the proposal was easy.",,6,664fa6197cd2ac12ab45da27,1,
2026-04-21 19:47:46,2026-04-21 19:52:30,IP Address,,100,283,True,2026-04-21 19:52:30,R_8LnGbmOYdLACTeR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for the final payment,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,6776a020075c1f3e26067ee8,69e7d458e4f8e7a0fecfac43,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 19:50:18,2026-04-21 19:54:15,IP Address,,100,237,True,2026-04-21 19:54:16,R_3GPmTdkz8rB6WSR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.156,0,0,0,2.021,0,Accept,"I'm actually not sure, my brain went blank when I made the decision.",Accept,0,,69a66b1600846f103e8d838f,69e7d4e07e9652cf2244ba26,69e77a006a79977a2df1e51b,,,"I'm actually not sure, my brain went blank when I made the decision.",,12,671b277a6d04904df5f9503b,1,
2026-04-21 19:51:02,2026-04-21 19:55:05,IP Address,,100,242,True,2026-04-21 19:55:05,R_6GNcEIVXRfH97DU,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.762,0,0,0,2.021,0,Accept,I wanted to make some money versus no money at all.,Accept,0,,61468ff7596b0a22cd81ce36,69e7d51cd50320d9403f9eda,69e77a006a79977a2df1e51b,,,I wanted to make some money versus no money at all.,,7.5,66c1e9aaae1d0bcbf451ad8a,1,
2026-04-21 19:53:29,2026-04-21 19:56:26,IP Address,,100,177,True,2026-04-21 19:56:27,R_7JK2tAHdlOswNUf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.444,0,0,0,2.009,0,Accept,I chose to take the price as is so that way everyone gets paid something.,Reject,1,,578901354a84da00014c41cf,69e7d5ae69ec51251df49deb,69e77a006a79977a2df1e51b,,,I chose to take the price as is so that way everyone gets paid something.,,4.5,5d421d6e6247ef001900bdf9,1,
2026-04-21 19:57:13,2026-04-21 19:59:56,IP Address,,100,162,True,2026-04-21 19:59:56,R_5haqOAbX2ZYEvtL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.673,0,0,0,2.022,0,Accept,I honestly saw no reason to deny the request. This was a fair solution and is much better than not receiving any compensation. ,Accept,0,,69862b7db9010fa5e6a50af2,69e7d690280eee2176b22fc6,69e77a006a79977a2df1e51b,,,I honestly saw no reason to deny the request. This was a fair solution and is much better than not receiving any compensation. ,,6,69d805b06348bccceb2b9621,1,
2026-04-21 19:59:47,2026-04-21 20:00:01,IP Address,,100,14,True,2026-04-21 20:00:02,R_2E50lCDvXoBJx2E,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,0,,5b1e4fbdc9d3cb0001106349,69e7d72dcae37494f7fe0db8,69e77a006a79977a2df1e51b,,,,,,,0,
2026-04-21 19:56:43,2026-04-21 20:03:13,IP Address,,100,389,True,2026-04-21 20:03:13,R_1YVvgicmU4faGfE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.744,0,0,0,2.108,0,Accept,I feel it is OK for them to get the $12 and me nothing. If the role was reversed I would hope for the same for me.,Accept,0,,699645b8e7a079585e734595,69e7d671ff994004d2fec110,69e77a006a79977a2df1e51b,,,I feel it is OK for them to get the $12 and me nothing. If the role was reversed I would hope for the same for me.,,12,69d770a7ff204f1aad08c11f,1,
2026-04-21 19:58:30,2026-04-21 20:06:07,IP Address,,100,456,True,2026-04-21 20:06:07,R_83War0qPi8j3qk9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.181,0,0,0,2.018,0,Reject,The price offered would result in no profit being made if I sold at the fixed price so there was no point proceeding,Accept,0,,637be9ed8005fb3ac639e04f,69e7d6d76b3d05726d04871f,69e77a006a79977a2df1e51b,,,The price offered would result in no profit being made if I sold at the fixed price so there was no point proceeding,,12,5c76615e002a43000104abb2,1,
2026-04-21 20:04:29,2026-04-21 20:08:27,IP Address,,100,238,True,2026-04-21 20:08:28,R_8c2Fsr5gm03VA2q,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.198,0,0,0,2.009,0,Accept,If I didn't accept the price I'd get nothing so I accepted the price. If this was a recurring activity and I'd get the chance to accept or deny multiple successive prices then I would have rejected the price I was given ($8) by the data provider and kept rejecting till they gave a lower price (e.g. $6).,,0,,66e5d72b5951d8fbf229cf5d,69e7d845bb55dd0c4340994b,69e77a006a79977a2df1e51b,,,If I didn't accept the price I'd get nothing so I accepted the price. If this was a recurring activity and I'd get the chance to accept or deny multiple successive prices then I would have rejected the price I was given ($8) by the data provider and kept rejecting till they gave a lower price (e.g. $6).,,8,699b2a98d16f0402a432a2cd,1,
2026-04-21 20:08:36,2026-04-21 20:11:34,IP Address,,100,178,True,2026-04-21 20:11:35,R_2Hk9oFSWOTIj1cN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.81,0,0,0,2.007,0,Reject,It is worst possible outcome for the broker. No point in doing something of value (i.e provide brokering service) for no cost,Accept,0,,640612477c8f387ffe0b0dba,69e7d93e822f4179002aa03c,69e77a006a79977a2df1e51b,,,It is worst possible outcome for the broker. No point in doing something of value (i.e provide brokering service) for no cost,,12,5de9592f8d43d908baa05cc2,1,
2026-04-21 20:05:50,2026-04-21 20:11:35,IP Address,,100,345,True,2026-04-21 20:11:36,R_8fjkfIeWlD1Uq8M,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,1.09,1.776,3.301,2,0,0,2.016,0,Reject,£1 is not enough payment,Accept,0,,613b36b5240057d01caa5546,69e7d8924ff3560b68b24aea,69e77a006a79977a2df1e51b,,,£1 is not enough payment,,11,69beef65685e299b46079482,1,
2026-04-21 20:05:11,2026-04-21 20:12:29,IP Address,,100,437,True,2026-04-21 20:12:29,R_7J2NZ2lRc1NI5Lb,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.73,0,0,0,2.12,0,Accept,It seems like a good amount for the data making 50 percent back if i am understanding this correctly,Reject,0,,69c45408c2df9cac28502b47,69e7d86f60ce6723cdfec197,69e77a006a79977a2df1e51b,,,It seems like a good amount for the data making 50 percent back if i am understanding this correctly,,6,69bd8a68152a006336e9993e,1,
2026-04-21 20:12:08,2026-04-21 20:16:26,IP Address,,100,258,True,2026-04-21 20:16:26,R_2Nw8iRXuyMCBSoN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,1.441,1.441,4.301,1,0,0,2.021,0,Accept,seemed like a fair equal split between both parties ,Accept,0,,5f6dfe80423f152bb7a96a6f,69e7da0ca5c774d902a1c44a,69e77a006a79977a2df1e51b,,,seemed like a fair equal split between both parties ,,6,69458093c624f68dac8c87e5,1,
2026-04-21 20:14:40,2026-04-21 20:17:28,IP Address,,100,167,True,2026-04-21 20:17:29,R_12W4BfLtW0rqRN0,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,5.882,0,0,0,2.017,0,Accept,"That was easy to accept because the person split it exactly down the middle, making it very fair.  I am grateful that they did not try to take advantage of me or the situation.",Accept,0,,5e8bbb3680cbf20986c677e1,69e7daa3d56a5bba3d821a62,69e77a006a79977a2df1e51b,,,"That was easy to accept because the person split it exactly down the middle, making it very fair.  I am grateful that they did not try to take advantage of me or the situation.",,6,5e1f7b5450f6aa0122fcef8b,1,
2026-04-21 20:15:53,2026-04-21 20:17:40,IP Address,,100,106,True,2026-04-21 20:17:40,R_8fiRhR9RBJrbxcX,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.6,0,0,0,2.01,0,Reject,I saw a lesser amount that I would earn buy one dollar and I didn’t wanna miss out,Reject,1,,5b2c0de67297750001c794ab,69e7daf352f47fc4faaaa658,69e77a006a79977a2df1e51b,,,I saw a lesser amount that I would earn buy one dollar and I didn’t wanna miss out,,6.5,63b6cee06aaa9fc9669b8cc2,1,
2026-04-21 20:13:40,2026-04-21 20:17:52,IP Address,,100,251,True,2026-04-21 20:17:52,R_8tG6llHIjMICak9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.821,0,0,0,2.006,0,Accept,Its a start $2 dollars is better than none.,Accept,1,,5ac22f45436f550001ffbad2,69e7da6a29a28ba1e8d7cad7,69e77a006a79977a2df1e51b,,,Its a start $2 dollars is better than none.,,10,5c2d74a8eb9094000161b635,1,
2026-04-21 20:16:05,2026-04-21 20:18:08,IP Address,,100,122,True,2026-04-21 20:18:08,R_5D5UQxI1kjsvgP8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.928,0,0,0,2.009,0,Accept,I want the $12 does not matter what the other people get.,Reject,0,,6774a4697d19b67488e46653,69e7daf73acc8f4648ddda8a,69e77a006a79977a2df1e51b,,,I want the $12 does not matter what the other people get.,,0,56f2b78bed0cf6000c915e73,1,
2026-04-21 20:15:55,2026-04-21 20:18:34,IP Address,,100,158,True,2026-04-21 20:18:34,R_8ikG7YjwRraAboS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.636,0,0,0,2.114,0,Accept,I think that it is a fair deal for all involved ,Reject,0,,5cd6ba1d36870e001901b349,69e7daf472fde6c1dadc52d2,69e77a006a79977a2df1e51b,,,I think that it is a fair deal for all involved ,,7,63761d26aceed18c21423b5f,1,
2026-04-21 20:16:07,2026-04-21 20:19:26,IP Address,,100,199,True,2026-04-21 20:19:27,R_3dh2ryFhZ7WSDVL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,5.958,0,0,0,2.017,0,Reject,"it didn't seem quite fair on the price, not too sure just going off gut initial reaction to it",Reject,0,,63643728a38eaad0e7a70ee4,69e7daff954a1ab6853ce913,69e77a006a79977a2df1e51b,,,"it didn't seem quite fair on the price, not too sure just going off gut initial reaction to it",,10,62879b859698ba45e6afa90f,1,
2026-04-21 20:16:39,2026-04-21 20:19:29,IP Address,,100,170,True,2026-04-21 20:19:30,R_5JWPIxlDLJ0KKcB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.699,0,0,0,2.003,0,Reject,Why would I accept receiving $0? There is only one choice. ,Accept,0,,5d100e740277ff00152f7562,69e7db119370b1b5569bfb9c,69e77a006a79977a2df1e51b,,,Why would I accept receiving $0? There is only one choice. ,,12,608fcf7a17fa001bb11b2942,1,
2026-04-21 20:16:07,2026-04-21 20:19:36,IP Address,,100,209,True,2026-04-21 20:19:36,R_5IWlWEtD7dQSapH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.483,0,0,0,2.025,0,Accept,because i think i should at least get something out of this and so should they,Accept,0,,5edbedb8957a4d8833c8df3c,69e7dafaef84c13f35d93dec,69e77a006a79977a2df1e51b,,,because i think i should at least get something out of this and so should they,,9,61bb37d940db417c1a138b30,1,
2026-04-21 20:16:03,2026-04-21 20:19:51,IP Address,,100,228,True,2026-04-21 20:19:52,R_3eRs1S5QdPQcIzb,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.564,0,0,0,2.011,0,Accept,The broker gets more money and therefore should accept.,Reject,0,,663fad36e0e04ba569ba75da,69e7dafb69456956c4098b96,69e77a006a79977a2df1e51b,,,The broker gets more money and therefore should accept.,,4,5effecc85d91970e055438db,1,
2026-04-21 20:18:44,2026-04-21 20:20:12,IP Address,,100,87,True,2026-04-21 20:20:12,R_6cCx5X8sRC55nld,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for the final payment,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,698a415e6a281b19f4422966,69e7db9e4021111bfad7fd70,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 20:16:08,2026-04-21 20:20:30,IP Address,,100,261,True,2026-04-21 20:20:30,R_84d6aBHa9IpcB7q,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.84,0,0,0,2.007,0,Accept,"I wouldn't get anything either way, so may as well try and help the other participant",Accept,0,,5f0f59f3bc44f50f92845a05,69e7db00fba9cf41f9c07e9e,69e77a006a79977a2df1e51b,,,"I wouldn't get anything either way, so may as well try and help the other participant",,12,69da5f6151635793903f5638,1,
