"classification_id","memory"
"WCLS03646","Having $12 to spare for a tip in a restaurant. Deciding to tip $8 and keep the remaining $4"
"WCLS03647","Having 2 slices of cake that are equal sized and having a slice each"
"WCLS03648","Having 4 slices of pizza eating three and giving one away"
"WCLS03649","having a 50% off discount on a purchase"
"WCLS03650","having a balance at the bank"
"WCLS03651","having a bonus and feeling generous"
"WCLS03652","Having a budget and sticking to it."
"WCLS03653","Having a business deal with Donald Thump. Sadly, I would be Thump."
"WCLS03654","Having a cake and not sharing it."
"WCLS03655","Having a coupon to use at the dry cleaner"
"WCLS03656","Having a fair and balanced transaction between both parties."
"WCLS03657","having a friend ask me to send them money on cash app"
"WCLS03658","Having a friend buy you a drink out as a gesture of good will."
"WCLS03659","having a friend miss out on an experience when i had money to pay for them"
"WCLS03660","Having a good walk with a friend."
"WCLS03661","having a hard time and not being able to help"
"WCLS03662","Having a little cash left over, and decided to give it to a homeless person."
"WCLS03663","Having a lot of respect for the other person and not needing the extra yourself as much."
"WCLS03664","having a loyalty card discount"
"WCLS03665","Having a major pay cut."
"WCLS03666","Having a meal at the table and giving someone the scraps"
"WCLS03667","Having a negative experience such as going to the beach and it's crowded and loud, with an obnoxious family next to you."
"WCLS03668","Having a pay cut from your salary."
"WCLS03669","having a really hard time keeping things afloat"
"WCLS03670","Having a sale and a discount"
"WCLS03671","Having a sale of 50% off"
"WCLS03672","having a sale on my products"
"WCLS03673","having a sale...providing something at a reduced price"
"WCLS03674","Having a small lunch back in 2019."
"WCLS03675","Having a snack and sharing half with a friend."
"WCLS03676","Having a wife as as soon as you have one she is entitled to half"
"WCLS03677","having agreed a price and both sides sticking to that agreement."
"WCLS03678","Having an agent that does all marketing and applications."
"WCLS03679","Having an average day where things ran smoothly and no major hiccups occurred."
"WCLS03680","having an equal share as my partner"
"WCLS03681","Having children... always giving money away!"
"WCLS03682","Having complete ownership of an item such as food and not sharing it when the other person doesn't have anything."
"WCLS03683","Having done something together but not giving someone their fair share"
"WCLS03684","Having earned some money from a task together with someone owing me previously"
"WCLS03685","Having enough for a night out but sharing with a friend who was a bit short"
"WCLS03686","having extra food or supplies and sharing a small portion with a neighbor"
"WCLS03687","Having hair styled but not cut."
"WCLS03688","Having lunch out and using a voucher that gives you 66% off the meal."
"WCLS03689","Having made an error in my calculations and making a loss."
"WCLS03690","having money deducted from my pay cheque"
"WCLS03691","having money stolen from me"
"WCLS03692","having more than my partner"
"WCLS03693","Having my icecream eaten by a seagull"
"WCLS03694","Having my partner pay for my meal as a gift"
"WCLS03695","having no discount on a purchase"
"WCLS03696","Having no money at all"
"WCLS03697","Having no money in my wallet, and deciding to keep what I already have for myself."
"WCLS03698","Having someone's hand in your wallet."
"WCLS03699","having surgery and being forced to take weeks off work, therefore losing pay."
"WCLS03700","having that same amount as well"
"WCLS03701","having the equal amount"
"WCLS03702","having the price of something regular buy increasing"
"WCLS03703","Having the same amount of money in a gambling game."
"WCLS03704","Having to give up a greater portion of my winnings, possibly pre agreed percentage"
"WCLS03705","Having to pay a small bill as soon as you get paid."
"WCLS03706","having to pay a tip on something I didn't plan on"
"WCLS03707","Having to pay for excess benefits"
"WCLS03708","Having to pay for groceries for £60 instead of £56"
"WCLS03709","Having to pay more for an item in my grocery shop than last time."
"WCLS03710","having to pay more on an item in the grocery store"
"WCLS03711","having to pay more rent than my roommate"
"WCLS03712","Having to pay over the odds when going to a theme park with my friends"
"WCLS03713","Having to pay slightly more for a bill e.g. electricity as the price has increased."
"WCLS03714","Having to share with someone you don’t like"
"WCLS03715","having to take a cut to use somewhere else"
"WCLS03716","Having two slices of cake where yours is bigger. Giving the other person some of your slice so they are equal in size"
"WCLS03717","Having two slices of cake where yours is bigger. Giving the other person some of your slice so they have more cake than you"
"WCLS03718","Having two slices of cake where yours is bigger. Keeping the bigger slice and leaving the other person with the smaller slice"
"WCLS03719","Having wages reduced for being late"
"WCLS03720","having your own interests at heart"
"WCLS03721","he should be grateful i gave him anything ayall!!"
"WCLS03722","Hedging a bet to assure some profit."
"WCLS03723","Hellping them out by sharing extra stationary resources I ghave to help them do their work."
"WCLS03724","help, gift, charity"
"WCLS03725","helpful"
"WCLS03726","Helpful but not enough in my opinion"
"WCLS03727","Helpfulness as the price is being lowered but only a small amount"
"WCLS03728","Helping a bit without losing much"
"WCLS03729","Helping a colleague or friend in need."
"WCLS03730","Helping a familiar person in need."
"WCLS03731","Helping a friend"
"WCLS03732","Helping a friend buy something for her and her child whilst out on a playdate."
"WCLS03733","Helping a friend do some work on their house and not even getting a thank you."
"WCLS03734","Helping a friend in need but not continuing to check in on them or offer support after the initial favour."
"WCLS03735","helping a friend out who was short of a few quid and I had the money to give"
"WCLS03736","Helping a friend out with gas and sending them money."
"WCLS03737","helping a friend who is short of cash for a purchase (e.g. bus fare)"
"WCLS03738","Helping a friend. for example receive a bonus, or gift etc and give most of it to a friend or family member who has nothing, keeping only a small part for yourself."
"WCLS03739","Helping a friend. I would share what I had to help a friend who needed it, or so we could share in an experience."
"WCLS03740","Helping a stranger"
"WCLS03741","Helping but not too much"
"WCLS03742","Helping cover costs of something small for a friend"
"WCLS03743","helping for a lunch meal"
"WCLS03744","helping hand"
"WCLS03745","helping my dad pay for groceries"
"WCLS03746","Helping my grandkids who seem to have no sense of finances no matter how much we have tried to nurture them"
"WCLS03747","Helping my sibling when they are in need."
"WCLS03748","Helping out a friend"
"WCLS03749","Helping out a friend in need even thought it doesn't benefit me as much"
"WCLS03750","Helping out a friend in need...by depriving yourself of some(but not all) money"
"WCLS03751","Helping out a friend or sibling"
"WCLS03752","Helping out a friend, and equalizing conditions."
"WCLS03753","Helping out a person"
"WCLS03754","Helping out someone"
"WCLS03755","Helping out someone else because they need it more that I do."
"WCLS03756","Helping out someone in greater need than me."
"WCLS03757","Helping out someone with nothing and treating them as an equal by sharing half of what you have."
"WCLS03758","helping out with a fundraiser"
"WCLS03759","Helping people in poor countries"
"WCLS03760","Helping share a little"
"WCLS03761","Helping someone buy something in a shop such as chocolate or a newspaper. Giving them enough to purchase the specific item"
"WCLS03762","helping someone by giving some cash in a bar by paying a tip on a round."
"WCLS03763","Helping someone by giving them extra money they need."
"WCLS03764","helping someone else"
"WCLS03765","helping someone get out of their overdraft"
"WCLS03766","Helping someone in a time of need, like a homeless person"
"WCLS03767","Helping someone in greater need."
"WCLS03768","Helping someone in need even though you could use the money you know you received more than the other person."
"WCLS03769","Helping someone in need out"
"WCLS03770","Helping someone in need, such as a homeless person"
"WCLS03771","helping someone out"
"WCLS03772","Helping someone out a bit."
"WCLS03773","helping someone out that may need it"
"WCLS03774","helping someone out that you feel needs help"
"WCLS03775","Helping someone out who is in more need than me."
"WCLS03776","Helping someone out who may be a bit short of cash at the moment"
"WCLS03777","helping someone out with a few bucks"
"WCLS03778","HELPING SOMEONE TO BUY FOOD"
"WCLS03779","Helping someone very close in emergency need."
"WCLS03780","helping someone who is a bit short of money"
"WCLS03781","Helping someone who is in need with as much money as we can afford."
"WCLS03782","helping someone who is less fortunate than me and lifting them up"
"WCLS03783","helping someone with something small like carrying heavy bags which does inconvenience me much"
"WCLS03784","helping someone without really costing myself much"
"WCLS03785","helping the other person out by giving her the bigger amount."
"WCLS03786","Helping the other person out."
"WCLS03787","helping them buy lunch"
"WCLS03788","Helping them buy some more lunch."
"WCLS03789","helping them in hard times"
"WCLS03790","Helping them out if they are short"
"WCLS03791","Helping them out on a weekly shop if they're short this week - getting some basics in"
"WCLS03792","helping them out paying for something"
"WCLS03793","Helping them out, giving them a greater share of the total."
"WCLS03794","helping with a little amount"
"WCLS03795","helpng someone out maybe they need it more than me"
"WCLS03796","helps or encourage more people to use the service during slow hours and great benefits"
"WCLS03797","here is our earnings"
"WCLS03798","Hey love hows about you giving me that flower for $8 rather than $12 I got a woman to impress"
"WCLS03799","High discount, very good value for money."
"WCLS03800","High interest or lack of resources"
"WCLS03801","high levels of inflation in a volatile country"
"WCLS03802","Hiking up a bet because I have good info, the choice I've made is a winner"
"WCLS03803","HIring a broker that promises to split the earnings 50/50"
"WCLS03804","Hitting a parked/unattended car and leaving a blank piece of paper so it appears to any witnesses that you are leaving your details for insurance purposes."
"WCLS03805","Hitting the price right on the dot, everyone is in agreement."
"WCLS03806","hoarding sweets at a childrens birthday party"
"WCLS03807","Hoarding, protecting yourself, not sharing. Probably the default many would go for"
"WCLS03808","Hold and see strategy in selling"
"WCLS03809","Holding onto mine"
"WCLS03810","Holding onto my money even though I know others have less"
"WCLS03811","Honestly, transferring $8 feels like one of those moments where you already came in with everything and the other person showed up with nothing, but you still decide to look out anyway. It’s kinda like when I cover most of the bill for a friend even though it wasn’t really my responsibility and I just do it to make sure they’re good and things stay fair."
"WCLS03812","Hot food items where there is usually no sale price."
"WCLS03813","House price reducing"
"WCLS03814","How do you transfer nothing?"
"WCLS03815","How I would treat a friend, to ensure we both had the same"
"WCLS03816","How i would treat those i care about."
"WCLS03817","how kdp charge a fee for selling a book"
"WCLS03818","how luck has landed"
"WCLS03819","How many people navigate sharing money!"
"WCLS03820","how much i pay for toilet rolls. so would mean no loo rolls for us."
"WCLS03821","How much they have been allocated"
"WCLS03822","How my bank makes me feel by taking all my money"
"WCLS03823","How my boss pays out sales bonus every quarter"
"WCLS03824","How one treats a total stranger one has no urge to help"
"WCLS03825","How people usually live, just keeping their own money and not giving it to them"
"WCLS03826","how you generally live your normal life"
"WCLS03827","huge half off sale, when they offer something at 50 percent off to grab your eye."
"WCLS03828","Humps"
"WCLS03829","hungry person"
"WCLS03830","Hypothetical price $0"
"WCLS03831","Hypothetical price -$6"
"WCLS03832","Hypothetical price -$8"
"WCLS03833","Hypothetical price 0"
"WCLS03834","I a believe this someone taking the mick out the other person"
"WCLS03835","I acknowledge an unequal arrangement but chooses not to adjust it"
"WCLS03836","i add 4 to theirs and lose 4"
"WCLS03837","I added extra $4 to someone's fund of $10"
"WCLS03838","I am a sibling who inherits, I recognise the disparity and wants to make good."
"WCLS03839","I am also okay with this, they are still getting money and I am only getting a litt.e"
"WCLS03840","I am asked to give money to a charity I put change in the hat or in the church box."
"WCLS03841","I am attempting to incentivise them to cooperate with me"
"WCLS03842","I am buying a gift for someone i have set a budget for."
"WCLS03843","I am buying them a drink."
"WCLS03844","I am close to them and want to help them"
"WCLS03845","I am discounting a kitchen small appliance to sell quickly so I discounted -$8."
"WCLS03846","i am doing nothing"
"WCLS03847","I am doing the main work so it’s a simple fee for finding a user"
"WCLS03848","I am donating a portion of my time to volunteering to help myself feel like I am making a difference in my local community."
"WCLS03849","I am feeling genorous and sharing 66% of the payout"
"WCLS03850","i am giving 50 %"
"WCLS03851","I am giving 6 dollars to a poor person"
"WCLS03852","i am giving a bit"
"WCLS03853","I am giving a deal to the receiver"
"WCLS03854","I am giving a deep discount because I want to do additional business with the broker and believe this will lead to more money in the end."
"WCLS03855","I am giving a discount on my painting for -$6 to try to sell it quicker."
"WCLS03856","I am giving a flash sale for my product and services."
"WCLS03857","I am giving a great discount."
"WCLS03858","I am giving money to a friend."
"WCLS03859","I am giving money to a homeless person that needs it more."
"WCLS03860","I am giving money to the other participant"
"WCLS03861","I am giving my friend 8 dollars for Christmas to buy something special for her."
"WCLS03862","I am giving the other participant 2 pints of milk and a loaf of bread."
"WCLS03863","I am greedy and keeping it all for myself"
"WCLS03864","I am helping them collect for a leaving gift for a colleague"
"WCLS03865","i am just breaking even"
"WCLS03866","I am keeping all the lottery winnings to myself and not telling anyone about it being very greedy."
"WCLS03867","I am keeping the whole 12 which is selfish"
"WCLS03868","I am keeping what I already have"
"WCLS03869","i am leaving them with their money and i will just keep mine. they must be that friend who does not spend money wisely."
"WCLS03870","I am listing an item of clothing on a selling app - the app suggests a price based on similar items but I think it is worth more as it is in good condition."
"WCLS03871","I am listing an item of clothing on a selling app - the app tells me a price based on similar items but I think it will sell quicker for less."
"WCLS03872","I am listing an item of clothing on a selling app - the app tells me a price based on similar items so I accept that."
"WCLS03873","I am losing money and the other participant is getting more than me"
"WCLS03874","I am neutral on this answer because I feel the price is too low to begin with"
"WCLS03875","I am not comfortable with this amount. It feels the wrong amount I would ask for. I would feel very undervalued."
"WCLS03876","I am not entirely sure what I am being asked to describe. What do I find it similar to in terms of my time and work being devalued? I have never been in the situation of having my pay downgraded, but I certainly feel, at times like my time is undervalued. I work a minimum wage job - and have done for most of my career. I have a degree and I am currently studying for my MSc but I am still in minimum wage work because as someone with a disability, I need the flexibility this affords."
"WCLS03877","I am not sure"
"WCLS03878","I am not sure I understand the assignment but, a clearance rack!"
"WCLS03879","I am not sure probably another stock loss"
"WCLS03880","I am not sure what it reminds me of."
"WCLS03881","I am not sure what this means, does that mean I gain $4 ?"
"WCLS03882","I am on holiday and give my daughter half of the money to do some shopping for herself."
"WCLS03883","I am paying more of their bill"
"WCLS03884","I am paying them for a service I got from them."
"WCLS03885","I am paying them the share for the petrol for a trip we took together."
"WCLS03886","I am picking up the bill"
"WCLS03887","I am reminded of Mario Kart 8 the game"
"WCLS03888","I am running a car dealership, and decide to reduce the price of my car by half to move it off the lot. I don't have any money in this car, just the labor of cleaning it up for sale."
"WCLS03889","I am satisfied paying full price"
"WCLS03890","I am Selling a pair of shoes online, but refusing to adjust the price."
"WCLS03891","I am selling at a discount to attract new custom."
"WCLS03892","I am selling my product and services at regular price. No exceptions."
"WCLS03893","I am selling my winter coat, but decide to change the price by -$4."
"WCLS03894","I am selling something second hand and want to sell quickly."
"WCLS03895","I AM SHORT CHANGING PEOPLE"
"WCLS03896","I am still unsure if I am answering how I am expected to. But I suppose the addition of tax or fees being taken off my pay and reducing what I am expecting."
"WCLS03897","I am taking $4 as I want all the money as I am greedy"
"WCLS03898","i am taking away their money, leaving them with 0 and getting 12 in total. i must detest the other person very much. they must be someone who did something wrong to me."
"WCLS03899","I am taking back $4 that I loaned this person before."
"WCLS03900","i am taking from someone 50 %"
"WCLS03901","I am taking money from a smaller party with less market power"
"WCLS03902","I am taking the money from the participant"
"WCLS03903","I am the supplicant seeking help from them"
"WCLS03904","I am tranfering some money to the other participant"
"WCLS03905","I am trying to reduce the imbalance"
"WCLS03906","I am unsure of what this could be related too"
"WCLS03907","I am unsure what this would be similar to"
"WCLS03908","i am unsure, maybe a someone trying to haggle ou for something you are selling by offering a much lower price"
"WCLS03909","I am using it towards a group present for someone that we are all contributing to."
"WCLS03910","I am working in a large town and make more money than my family member who is looking for a job. I temporarily give a percentage of my earnings to my family member who uses these earnings to improve their chances of finding a job by buying clothes and setting up a mode of transportation."
"WCLS03911","I assume I will take their share so akin to stealing from the poor"
"WCLS03912","I believe that this would be similar to halving a chocolate bar with someone, it would not need to be a friend but you would be helping someone who does not have what you have."
"WCLS03913","I believe the money was paid for my services and was given to me specifically."
"WCLS03914","I believe this situation is similar to loaning a friend money to buy something that they want, but they are low on cash. Actually, it is more like giving them the money rather than a loan."
"WCLS03915","I believe this would be a situation where a person would want to be as fair as possible"
"WCLS03916","I believe this would be similar to letting a friend borrow money for a snack."
"WCLS03917","I bet $4 on a bet to win $8 for 3 teams to win on Sunday. The first 2 teams won, but it just turned out that on the final game, the team I bet on lost so I lost my $4 as well."
"WCLS03918","i bought a headset in a small convenience store for 5 bucks, but found it had poor sound quality, so i changed it to 8 bucks and got much better sound on my walkman"
"WCLS03919","I bought my friend a drink while we were out"
"WCLS03920","I bought them a cake and I am taking the money back"
"WCLS03921","I buy a nice gift for my cousin with a good portion of the money that I have in my pocket."
"WCLS03922","I can at least buy some coffee with the remaining $8, but $4 does not go very far"
"WCLS03923","I can gift this to a colleague at work to pay for coffee as the colleague has been working hard and contributing to the teams success."
"WCLS03924","I can now buy a drink."
"WCLS03925","I can only assume I'm struggling but I still have a moral conviction to do the right thing. This is reaching a point where deciding the true meaning behind this decision becomes complex. I wouldn't like to excessively judge this person but it's right up to the edge where I would start to."
"WCLS03926","I can only assume you want an answer like - I don't think it will do well but I really don't know"
"WCLS03927","I can only see this happening if someone I know need the $4 dollars since it would take half my $8. I had to do this with the wife many times and a few friends as well."
"WCLS03928","i can relate to this as it seems pointless"
"WCLS03929","I can relate to this very well, knowing so well the other participant has some amount to hold on to"
"WCLS03930","I can relate to this, because i can easily keep the greater portion of the money"
"WCLS03931","I can see this being similar to wages... Perhaps I worked a few more hours than someone else. Or I have a higher base wage because I have more experience/training than the other person."
"WCLS03932","I can't change the price because I need the money"
"WCLS03933","I can't imagine a scenario where the price is changed by $0 other than a business as usual sale of an item..."
"WCLS03934","I can't imagine taking another person's money for no reason unless I was purchasing something."
"WCLS03935","I can't really think of anything."
"WCLS03936","I can't think of a situation. Maybe something going on sale?"
"WCLS03937","I can't think of an example - bullying? greed"
"WCLS03938","I can't think of any situation! An uneven division"
"WCLS03939","I can't think of anything for this"
"WCLS03940","I can't think of anything that its similiar to. I've never sent nothing ,"
"WCLS03941","I can't think of anything."
"WCLS03942","I cannot afford to drop it this low"
"WCLS03943","I CANNOT FATHOM AN IDEA."
"WCLS03944","I cannot imagine anything similar to this. It would mean that I receive $4 and the other person receives $8."
"WCLS03945","I cannot tell if this means giving them 4 dollars or taking away 4 dollars. Since it says transfer to I assume I'm giving them money, or letting their bargaining win."
"WCLS03946","i cant imagine this scenario to be honest"
"WCLS03947","i cant relate to this"
"WCLS03948","i choose to not give money to the homeless person on the street because id rather have it for myself"
"WCLS03949","i chosoe to give a little money to my friend because they need it for something"
"WCLS03950","I compare this to buying them eight dollars worth of lotto tickets just to be a nice human being and telling them that whatever they win is their business."
"WCLS03951","I consider it as being a discount for the person who may purchase what I am selling."
"WCLS03952","I consider this similar to going out to eat with a friend and your friend decides he doesn't want to order anything. You would cover your own bill."
"WCLS03953","I could have agreed with the other participant to split my work bonus by 50% this month as they did the same last month."
"WCLS03954","I could likely spare the $2 to help this participant. It's similar to giving out change to a charity"
"WCLS03955","I could not afford a particular gift my Grandson wanted for Christmas"
"WCLS03956","I could see doing this if the other participant was in need. Otherwise, not."
"WCLS03957","I could see this as purchasing something, perhaps."
"WCLS03958","I could understand that decision but I do think it is slightly mean."
"WCLS03959","I damaged my pick up truck by hitting my garage door"
"WCLS03960","i decide to give more to my friend than myself because i think they need it more, or i give it to someone in need like a homeless person"
"WCLS03961","i decide to give the homeless person on the corner a bit of extra money i have"
"WCLS03962","i decide to keep everything to myself because i feel like i deserve it more"
"WCLS03963","I decided to keep 12 dollars for myself and give my friend 0 dollars."
"WCLS03964","I deserve the price that i indicated in a sells transaction.."
"WCLS03965","I did nothing at all"
"WCLS03966","I didn't change anything"
"WCLS03967","I didn't feel that I had enough spare money for myself."
"WCLS03968","I didn't need to transfer any money as none owed so i feel fine"
"WCLS03969","I didn't need to transfer money to anymore because when we went out to lunch we both paid our fair share for our meals and drinks."
"WCLS03970","I discount sale to reduce stock like Amazon or Walmart"
"WCLS03971","I do not believe my product is worth $12 and therefore want to cut my losses up front and be prepared to split the fewer dollars with my partner."
"WCLS03972","I do not enough to cover my personal expenses so I cannot really afford to transfer out"
"WCLS03973","I do not find this similar to anything in particular. There are not many instances that would be notable where you are not taking money from someone else."
"WCLS03974","I do not know the other person so do not feel obliged to send anything."
"WCLS03975","i do not know them so why should i share anything?"
"WCLS03976","I do not think the value of my product is worth the original price in terms of its market value.."
"WCLS03977","I do nothing with my 12 and this is like receiving your pay before it goes everywhere."
"WCLS03978","I don't consider that as anything."
"WCLS03979","I don't feel that I want to give this person any thing at this time."
"WCLS03980","I don't find it similar to anything"
"WCLS03981","I don't find it similar to anything as you are giving them nothing."
"WCLS03983","I don't find it similar to anything. Transferring $0 dosen't make sense."
"WCLS03984","I don't find it similar to qnything at all except perhaps a charity donation."
"WCLS03985","I don't find that similar to anything!"
"WCLS03986","I don't find this similar to anything as I haven't done this before"
"WCLS03987","I don't have any money."
"WCLS03988","I DON'T HAVE ENOUGH MONEY, THEREFORE I CAN ONLY LEND OR GIVE $2."
"WCLS03989","I don't have much, but I can give you something because you need it."
"WCLS03990","I don't it would be a good ideal to change to -$2 because it decreases the price."
"WCLS03991","I don't kno whya I would do that, it's undervaluing myself"
"WCLS03992","I don't know anything that is similar. I wouldn't give money to a random stranger."
"WCLS03993","i don't know but it's kinda fair"
"WCLS03994","I don't know of any similarity to the real world where i would take money from someone or something - Except maybe a job but you are earning that rather than just getting it"
"WCLS03995","I don't know that I find it similar to anything. My best ,thought would be purchasing something at the store for $4."
"WCLS03996","I don't know that I have any specific real world examples, but there are very giving people in the world who would want to give others as much as they can."
"WCLS03997","i don't know, giving people money."
"WCLS03998","I don't know."
"WCLS03999","I don't know? Giving someone my money I guess?"
"WCLS04000","I don't like 0 than what is the point of the bonus?"
"WCLS04001","I don't like seeing negatives. It can never be a good thing."
"WCLS04002","I don't like this idea, as it is greed, and leaves the other participant with nothing."
"WCLS04003","I don't mind not getting it but would like to at a discount"
"WCLS04004","I don't really feel anything, this price wasn't set by me, it just feels like a transaction. Like buying and selling on a trading platform."
"WCLS04005","I don't really find this similar to anything, other than lending someone a small amount of money."
"WCLS04006","I don't really understand the premise. Perhaps splitting a bill where we ordered different values of items."
"WCLS04007","I don't see a good situation for these. Unless I have misunderstood, the broker receives the same money regardless, and I only receive the amount I set. Why would I reduce this?"
"WCLS04008","I don't spend any money"
"WCLS04009","I don't think this is similar to anything"
"WCLS04010","I don't think this would be allowed but you can always try, right?"
"WCLS04011","I don't understand what I'm supposed to do"
"WCLS04012","I don't understand what the heck you mean! A real world scenario where I do something and knowingly make a $4 loss? No way!"
"WCLS04013","I don't understand what the heck you mean! A real world scenario where I do something and knowingly make a $6 loss? Even more supid!"
"WCLS04014","I don't understand what the heck you mean! A real world scenario where I do something and knowingly make a $8 loss? Even more stupid still!"
"WCLS04015","I don't understand, does this mean that the data is now 4$. I have never heard of a 75% discount on anything before, even the food going out of date in the markets"
"WCLS04016","I donate to a charity"
"WCLS04017","I dont find it familar to anything"
"WCLS04018","I dont find it similar to anything"
"WCLS04019","I dont find this similar to anything,"
"WCLS04020","I dont know"
"WCLS04021","I dont know I cannot think of a situation like this"
"WCLS04022","I dont know this would be unheard of"
"WCLS04023","I dont know why I would do this, I cannot think of a reason"
"WCLS04024","I dont really get what the point is"
"WCLS04025","I dont see cheating myself out of sharing money and this cant be similar in my decision"
"WCLS04026","I dont think this is similar to anything?? this is such a broad question! Its similar to not transferring anything because nothing is owed."
"WCLS04027","I dont think this would be doing anything."
"WCLS04028","i dontthink this would be fair as i would be getting more than them"
"WCLS04029","I don’t know what I find this similar to, but I’m giving them four dollars so they can have eight dollars just like what I have started with"
"WCLS04030","I don’t think this is quite enough"
"WCLS04031","I don’t understand wha you mean by what would find That similar to at all? Evening the situation up so that it is fair?"
"WCLS04032","i earned the money so it's mine to keep"
"WCLS04033","I entered a contest and I am the one who won"
"WCLS04034","i equate this with someone who is too generous and has runaway with their emotions"
"WCLS04035","i fairly split the amount into half, so the other person is probably a friend"
"WCLS04036","I feel as though this is greedy and unfair to the other participant. A bit like paying workers minimum wage or below."
"WCLS04037","i feel bad they havent got any money but they did something helpful as well"
"WCLS04038","I feel both parties are satisfied with the exchange. Everyone feels it is a fair price and seller and buyer are on the same page."
"WCLS04039","I feel find similar to a merchant giving a discount to for loyalty and maintain service for their consumers."
"WCLS04040","I feel it is like making a small tip to a waiter"
"WCLS04041","I feel it is ok as you just both keep what you have so like a situation you maybe just earn a higher wage than another"
"WCLS04042","I feel it is similar to donating my money to a good cause or charity"
"WCLS04043","I feel it is similar to rounding up my purchase amount at the end of a purchase to donate to charity"
"WCLS04044","I feel it’s like adding some kind of commission on like a stock trade or something that’s one percent of it all"
"WCLS04045","I feel lie it is a big bonus"
"WCLS04046","I feel like giving the other person no money would be like how I'd deal with a complete stranger who I feel no connection to and no obligation towards and who I feel totally distant from. Also like how I would often deal with constant annoying political fundraising calls, even if I might feel some connection to the cause, just because I need to consider my own family's resources sometimes and place that over other things."
"WCLS04047","I feel like I am getting the most"
"WCLS04048","I feel like I dont want to have to transfer money to someone else for no reason. I dont really know what this is similar to, but maybe losing an additional amount of money."
"WCLS04049","I feel like I gave out what I worked hard for"
"WCLS04050","i feel like I have been robbed"
"WCLS04051","I feel like i would be stealing"
"WCLS04052","I feel like i would get a bargain. Like when you get more than you bargained for."
"WCLS04053","I feel like I'm continuing to go halfway with someone on something, even if they have more money it's only fair."
"WCLS04054","I feel like im being under cut like when i sell something on vinted and someone offers me a lower price."
"WCLS04055","I feel like im donating my data as if to a charity"
"WCLS04056","I feel like it is stealing from someone."
"WCLS04057","I feel like it's fair and find it similar to a sellers decision making on these things like trusting the market and keeping price at value."
"WCLS04058","I feel like our allocations are close enough and I don't have any strong connections to the person."
"WCLS04059","I feel like sending them $8 as i feel guilty they received nothing"
"WCLS04060","I feel like that'd be stealing from them like just walking up and taking the money out of their hands."
"WCLS04061","I feel like they are winning and got a better deal than me, like my friend got all the sweets and I got nothing."
"WCLS04062","i feel like this is fair and something someone with a good relationship would to with the other person"
"WCLS04063","I feel like this is fair. This is like being invited to a BBQ with friends and turning up with a variety of BBQ foods as a welcome gift."
"WCLS04064","I feel like this is gifting something to someone at Christmas that you feel excited to actually gift, because this is what Christmas is all about."
"WCLS04065","I feel like this is like a selfless person giving to charity. Truthfully, I feel like this when poor people give what little they have others. I've seen it, respected it and felt guilty that I have never given so much."
"WCLS04066","I feel like this is me donating a large portion of my income to charity as I am trying to help an organisation that is helping people who might not be as well off."
"WCLS04067","I feel like this is ripping someone off"
"WCLS04068","I feel like this is similar to good employers who offer promotions and payrises. I also find this similar to donating to charity."
"WCLS04069","I feel like this is the price when things are no longer on sale, and being sold for what they are worth."
"WCLS04070","I feel like this would be fair as they were getting more than me"
"WCLS04071","I feel like transferring $2 would JUST make it fair. We would both have the same amount and it would make us equal."
"WCLS04072","I feel like your doing yourself out of money"
"WCLS04073","I feel neutral towards it"
"WCLS04074","I feel ok as I do not know the other participant and I get to keep the money"
"WCLS04075","I feel that I am getting more money for may data, and I would feel slightly better about the deal."
"WCLS04076","I feel that like charity - I don’t want to give money I’ve won to someone who hasn’t."
"WCLS04077","i feel that the data being provided by me isnt worth as much as i thought and maybe the offer of -8 is a barganing plot"
"WCLS04078","I feel that the product is not quite worht the full valur discussed"
"WCLS04079","I feel that the work is worth more than $4 in value"
"WCLS04080","I feel that this was would be charity work"
"WCLS04081","I feel that this would be similar to giving someone a bit of a sandwich; you aren't exactly giving them half the food, but you are providing them with something they did not have before."
"WCLS04082","I feel the price is consistent and doesn't need to be changed."
"WCLS04083","I feel the product is inferior to that offered"
"WCLS04084","I feel this a kind of negative and rude thing to do"
"WCLS04085","I feel this is fair"
"WCLS04086","I feel this is like doing nothing, just standing around and keeping quiet."
"WCLS04087","I feel this is sharing with my spouse what is made so we can both have fun or take care of necessary expenses"
"WCLS04088","I feel this is similar to buying a box of Krispy Kreme donuts, a mixed variety. I keep the best ones for myself and only offer the original ones to those around me (Greedy)"
"WCLS04089","I feel this is similar to how I act on a regular basis. Anything shared with another person is always split 50/50. This includes my partner and friends. If we go out and have a round of drinks or tickets for a concert are booked - The total amount is split evenly"
"WCLS04090","I feel this isn't fair as they again are being left out"
"WCLS04091","I feel this situation is like me buying a friend a drink in a pub, but expecting that they buy me one back during the next round."
"WCLS04092","I feel this would be similar to giving someone the majority of a drink that you have just bought; you have some of it, but then you end up giving the rest of it to the other person."
"WCLS04093","I feel this would feel like offering to stay on late at work to cover a colleague who has taken leave at a busy work period"
"WCLS04094","I feel this would make me feel empty as I have given the data away for much less than it is worth."
"WCLS04095","I feel unfair, it should be evenly distributed."
"WCLS04096","I feels like telling a group of customers that there's a buy one get one free deal, so if they work it out with another person, they end up paying half of the price."
"WCLS04097","I feels similar to a group trying to accomplish something at any cost, even if that means giving up 2/3 of the resources."
"WCLS04098","I felt sorry for the other person."
